No,Profile_ID,Date_time,Aspect,X-Coordinate (m),Y-Coordinate (m),Elevation (m a.s.l.),Slope_angle (degrees),Profile_class,5-class_Stability,RB_score,RB_release_type,Fracture_plane_quality,S2008_1 [RB],S2008_2 [RT],S2008_3 [Lemons],3-class_Stability [sum S2008: 1+2+3],4-class_Stability [Techel],RB_height (cm),Snow_depth (cm),Slab_thickness (cm),FL_Thickness (cm),AL_Thickness (cm),FL_Grain_size_avg (mm),AL_Grain_size_avg (mm),FL_Grain_size_max (mm),AL_Grain_size_max (mm),FL_Grain_type1,FL_Grain_type2,FL_Hardness,FL_Top_Height (cm),FL_Bottom_Height (cm),AL_Top_Height (cm),AL_Bottom_Height (cm),AL_Hardness,Hard_Diff,Abs_Hard_Diff,Grain_Size_Diff (mm),FL_location,Lemon1_E,Lemon2_R,Lemon3_F,Lemon4_dE,Lemon5_dR,Lemon6_FLD,Lemons_FL,Whumpfs,Cracks,Avalanche_activity,LN_Local_danger_level_nowcast,LN_rounded,RF_Regional _danger_level_forecast,Deviation [LN-RF],SNPK_Index,SNPK_Index_Class,HN24 (cm),HN3d (cm)
90,7211,20-02-2003 15:30,N,780513,174765,2194,32,4,4,5,2,3,0,0,1,2,4,121,175,54,19,2,1.5,1,2.5,1.5,9,5,1,121,102,123,121,2,1,1,0.75,1,1,1,1,1,0,1,5,0,0,0,1,1,2,-1,1.926,2,0,0
91,7212,20-02-2003 16:15,NE,780282,174967,2091,37,6,4,5,2,3,0,0,0,3,4,74,123,49,17,6,1,1,2.5,1.5,9,5,1,74,57,80,74,1.5,0.5,0.5,0.5,1,1,1,1,0,0,1,4,0,0,0,1,1,2,-1,1.9,2,0,0
92,9304,6/3/2003 11:00,NW,694528,165265,2365,37,6,4,6,3,1,0,0,0,3,4,201,235,34,4,1,0.75,1,1.5,1,9,9,1.5,205,201,201,200,3,-1.5,1.5,0.125,0,0,1,1,0,0,1,3,0,0,0,1,1,3,-2,0.333,5,0,0
93,9301,7/3/2003 10:10,SE,691240,162540,2440,33,7,3,4,3,2,0,0,1,2,4,104.7,165,60.3,19.7,0.3,1,0.5,2,0.75,9,9,1,104.7,85,105,104.7,2.5,1.5,1.5,0.875,1,1,1,1,1,0,1,5,0,0,0,1,1,2,-1,1.522,3,0,0
94,9315,12/3/2003 12:00,N,692985,166180,2635,34,6,4,5,3,1,0,0,1,2,4,153,197,44,17,2,1,0.5,2,1,9,5,1.5,153,136,155,153,2.5,1,1,0.75,1,1,1,1,1,0,1,5,0,0,0,1,1,2,-1,1.753,2,0,20
95,9431,2/12/2003 11:30,NE,780625,189675,2670,41,3,2,3,1,1,1,1,0,1,2,88.5,140,51.5,4.5,1.5,0.75,0.5,1.25,1,9,9,1,88.5,84,90,88.5,3.5,2.5,2.5,0.25,1,0,1,1,0,1,1,4,0,0,0,3,3,3,0,1.852,2,0,2
96,9432,2/12/2003 14:15,SW,780506,189259,2586,37,8,3,4,1,1,0,1,0,2,3,80.5,135,54.5,4.5,1.5,0.75,1,1,1,9,9,1,80.5,76,82,80.5,3.5,2.5,2.5,0.125,1,0,1,1,0,1,1,4,0,0,0,2.5,3,3,0,0.667,5,0,1
97,9411,11/12/2003 10:30,NNE,607875,113495,2520,34,1,3,5,2,3,0,0,1,2,4,54.6,78,23.4,2.6,0.4,1,0.5,2.5,0.75,9,5,1,54.6,52,55,54.6,2,1,1,1.125,1,1,1,1,1,0,1,5,0,0,0,1,1,1,0,2.354,2,0,0
98,9413,11/12/2003 13:40,NE,606735,113825,2740,34,3,4,6,3,3,0,0,0,3,4,84,120,36,4,6,0.5,1,1,2,4,4,1,88,84,84,78,1,0,0,0.75,0,0,1,1,1,0,1,4,0,0,0,1,1,1,0,2.296,2,0,0
99,8647,17-12-2003 13:40,E,777450,182345,2365,38,7,3,3,2,1,1,0,0,2,3,114,141,27,6,0.2,0.25,0.5,0.5,0.5,3,3,1,120,114,114,113.8,2,-1,1,0.125,0,0,1,0,0,0,1,2,1,0,0,2.5,3,3,0,1.372,3,7.5,33
100,8649,30-12-2003 11:00,NW,780782,178436,2261,34,7,3,5,2,1,0,0,1,2,4,32,64,32,7,1,3,1,4,2,5,5,1,32,25,33,32,4,3,3,2,1,1,1,1,1,1,1,6,0,0,1,3,3,3,0,1.999,2,1.5,18.5
101,8650,30-12-2003 12:00,NW,780754,178546,2190,33,1,3,5,3,2,0,0,1,2,4,32.5,64,31.5,9.5,0.5,1.5,1,3,1.5,9,5,1,32.5,23,33,32.5,3,2,2,1,1,1,1,1,1,1,1,6,0,0,1,3,3,3,0,2.36,2,0,15
102,8651,30-12-2003 12:45,NW,780747,178572,2175,38,1,2,3,2,1,1,0,0,2,3,75,103,28,16,5,0.5,0.25,0.5,0.5,3,3,1,75,59,80,75,3.5,2.5,2.5,0.125,1,0,1,0,0,1,1,3,0,0,1,3,3,3,0,2.156,2,0,15
103,8652,11/1/2004 11:30,NE,780085,185330,2065,29,7,2,2,1,1,1,1,0,1,1,38,62,24,1.9,6,0.5,2,1,4,4,9,1,39.9,38,38,32,1,0,0,2.25,0,0,1,1,1,0,1,4,1,1,1,3,3,3,0,2.075,2,0,23
104,9479,13-01-2004 14:45,W,780660,179640,2060,40,1,2,3,1,1,1,1,0,1,2,65,122,57,45,10,0.5,0.5,0.5,0.75,3,3,1,110,65,65,55,1,0,0,0.125,0,0,1,0,0,0,1,2,0,1,1,3,3,3,0,1.612,3,17.5,26.5
105,9422,14-01-2004 12:20,N,781137,178121,2420,34,3,2,3,2,1,1,0,1,1,3,66,104,38,11,5,2,0.25,3,0.5,5,5,1,66,55,71,66,2,1,1,2.125,1,1,1,1,1,0,1,5,1,1,1,3.3,3,4,-1,2.169,2,31,56.5
106,9423,14-01-2004 14:30,N,780785,178650,2160,30,1,3,4,1,1,0,1,1,1,3,50.5,118,67.5,10.5,0.5,2,0.5,3,1,9,5,1,50.5,40,51,50.5,2,1,1,1.75,1,1,1,1,1,0,1,5,1,1,1,3.3,3,4,-1,1.753,2,31,62
107,8662,20-02-2004 11:15,N,780485,186340,2080,38,7,4,6,3,1,0,0,0,3,4,108,193,85,5,2,0.5,1,1,2,9,9,1.5,108,103,110,108,2,0.5,0.5,0.75,1,0,1,1,1,0,1,4,0,0,0,1,1,2,-1,1.111,4,0,3
108,8729,1/12/2004 9:30,NE,779900,189850,2740,39,7,2,3,1,1,1,1,1,1,2,32,85,53,7,22,1,0.5,1.5,0.5,4,4,1,32,25,54,32,3,2,2,0.75,1,1,1,1,1,1,1,6,0,0,0,1,1,2,-1,1.875,2,6,6.65
109,8773,3/12/2004 8:10,NNW,784125,183025,2560,42,3,1,1,1,1,1,1,1,1,1,17,48,31,17,1,1,0.5,2,1,4,5,1,17,0,18,17,2,1,1,0.75,1,1,1,1,1,0,1,5,0,0,0,1,1,2,-1,1.915,2,0,5.5
110,8774,7/12/2004 11:30,NE,780035,190050,2730,35,4,1,1,1,2,1,1,0,1,1,13.5,71,57.5,13.5,1.1,1,0.75,2,1.25,4,5,1,13.5,0,14.6,13.5,2,1,1,0.5,1,1,1,1,0,0,1,4,1,1,0,1,1,1,0,1.707,2,0,0
111,9470,9/12/2004 11:00,N,779775,190120,2785,32,7,4,5,2,3,0,0,0,3,4,56,98,42,8,0.2,1,0.5,1.5,0.75,4,9,1,56,48,56.2,56,2.5,1.5,1.5,0.625,1,1,1,1,0,0,1,4,0,0,0,1,1,1,0,1.784,2,0,0
112,9471,9/12/2004 13:10,ESE,779898,189499,2745,34,6,4,6,3,3,0,0,1,2,4,12,68,56,12,9,1,0.5,2,0.5,4,5,1,12,0,21,12,4,3,3,1,1,1,1,1,1,1,1,6,0,0,0,1,1,1,0,1.786,2,0,0
113,9448,14-12-2004 11:20,NNE,779964,189745,2730,35,4,3,4,1,2,0,1,1,1,3,11,51,40,7,22,2,0.5,3,0.75,4,5,1,11,4,33,11,2.5,1.5,1.5,1.875,1,1,1,1,1,0,1,5,0,0,0,1,1,1,0,1.704,2,0,0
114,9449,14-12-2004 13:20,NE,779803,189769,2815,35,7,3,5,1,1,0,1,1,1,3,33.7,82,48.3,9.7,0.3,1,0.5,2,1,4,5,1,33.7,24,34,33.7,3,2,2,0.75,1,1,1,1,1,1,1,6,0,0,0,1,1,1,0,1.967,2,0,0
115,9450,14-12-2004 14:40,WSW,780510,189334,2625,35,1,4,6,3,1,0,0,0,3,4,39.7,55,15.3,7.7,0.3,0.5,0.5,1,0.75,4,4,1.5,39.7,32,40,39.7,2,0.5,0.5,0.125,1,0,1,1,0,0,0,2,0,0,0,1,1,1,0,0.333,5,0,0
116,8804,8/1/2005 13:30,WNW,771325,159740,2350,28,1,1,2,1,2,1,1,1,1,1,11.5,43,31.5,3.5,0.5,2,1,4,1,5,5,1,11.5,8,12,11.5,2,1,1,2,1,1,1,1,1,0,1,5,1,1,0,3,3,2,1,1.881,2,0,2
117,13930,11/1/2005 13:00,NE,870610,235435,2500,34,3,2,3,1,1,1,1,1,1,2,29,80,51,17,2,2,1,3,2,4,5,1,29,12,31,29,1.5,0.5,0.5,1,1,1,1,1,1,0,1,5,0,0,0,3,3,2,1,1.906,2,0,0
118,8776,4/2/2005 12:50,SE,782645,188430,2070,42,7,2,3,2,1,1,0,0,2,3,68,108,40,5,0.2,0.5,0.5,0.75,0.5,3,2,1,73,68,68,67.8,1.5,-0.5,0.5,0.125,0,0,1,0,0,0,1,2,0,0,1,2.5,3,3,0,0.5,5,0,33
119,7653,27-11-2005 12:45,N,779940,189740,2740,30,8,2,2,1,1,1,1,0,1,1,19.5,44,24.5,5.5,0.5,1.5,1,2.5,2,5,5,1,19.5,14,20,19.5,1.5,0.5,0.5,0.5,1,1,1,1,0,0,1,4,1,1,0,1,1,1,0,1.803,2,5,9
120,7655,1/12/2005 10:30,NE,780660,189690,2660,40,1,3,4,2,2,0,0,1,2,4,30,50,20,15,5,1,0.5,2,1,4,4,1,30,15,35,30,2,1,1,0.75,1,1,1,1,1,0,1,5,0,0,0,1,1,1,0,2.231,2,3,7
121,7660,6/1/2006 14:20,NNE,779915,186437,2295,30,7,2,2,1,1,1,1,1,1,1,71.1,96,24.9,0.9,13.1,8,0.5,10,1,6,6,1,72,71.1,71.1,58,1,0,0,8.25,0,1,1,1,1,0,1,5,1,0,0,2,2,2,0,1.843,2,0,2
122,7661,8/1/2006 13:30,NE,776615,184940,2600,31,3,1,2,1,1,1,1,1,1,1,88.8,129,40.2,1.2,10.8,10,0.75,10,1.5,6,6,1,90,88.8,88.8,78,2,-1,1,8.875,0,1,1,1,1,0,1,5,1,0,1,3,3,2,1,2.091,2,0,0
123,7662,14-01-2006 13:00,N,772750,151095,2720,30,7,2,3,2,1,1,0,0,2,3,64,93,29,1,3,0.75,0.5,1.5,0.75,4,4,1,65,64,64,61,3.5,-2.5,2.5,0.5,0,0,1,1,0,1,1,4,0,0,0,2,2,1,1,1.87,2,0,0
124,7663,20-01-2006 11:30,NW,779860,177880,2115,32,4,2,3,2,2,1,0,1,1,3,63.2,89,25.8,0.8,9.2,6,0.75,6,1.25,6,6,1,64,63.2,63.2,54,1,0,0,5,0,1,1,1,1,0,1,5,1,0,1,3,3,3,0,1.945,2,0,37
125,7664,24-01-2006 10:45,NW,735880,214100,2070,32,3,2,2,1,2,1,1,0,1,1,29,70,41,8,9,1,0.5,1.5,0.75,4,4,1,29,21,38,29,2,1,1,0.625,1,1,1,1,0,0,1,4,1,1,0,2.5,3,3,0,1.969,2,0,24
126,7669,14-02-2006 14:00,NE,779908,186440,2272,32,1,3,6,3,3,0,0,0,3,4,56.5,110,53.5,0.5,15.5,1,1,2,2,4,6,1,57,56.5,56.5,41,1,0,0,0,0,1,1,1,0,0,1,4,1,0,0,2,2,2,0,1.978,2,0,0
127,7671,23-02-2006 10:30,NE,779905,186440,2290,35,1,3,5,1,1,0,1,0,2,3,59,98,39,21,9,1,0.5,1.5,0.75,4,4,1,59,38,68,59,2,1,1,0.625,1,1,1,1,0,0,1,4,0,0,1,3,3,3,0,2.072,2,2.5,22
128,7674,1/3/2006 11:00,E,779925,186370,2305,29,2,3,4,1,1,0,1,1,1,3,79.5,146,66.5,1,0.5,1,0.5,2,1,4,4,1,79.5,78.5,80,79.5,2.5,1.5,1.5,0.75,1,1,1,1,1,0,1,5,1,1,1,3,3,3,0,2.329,2,5,11
129,7679,16-03-2006 10:30,E,779955,186370,2295,27,3,2,3,1,1,1,1,1,1,2,115.5,163,47.5,0.5,7.5,1,0.5,3,1,9,6,1,116,115.5,115.5,108,1,0,0,1.25,0,1,1,1,1,0,1,5,1,0,1,3,3,3,0,1.992,2,0,0.15
130,7682,18-03-2006 08:00,NW,792951,175637,2680,29,7,3,5,1,2,0,1,1,1,3,50,117,67,2,12,1.5,0.75,3,1,9,5,1,50,48,62,50,3,2,2,1.375,1,1,1,1,1,1,1,6,0,0,1,2.5,3,2,1,2.139,2,0,1.5
131,7683,18-03-2006 09:00,NE,792641,175655,2710,34,2,4,6,3,2,0,0,0,3,4,86,186,100,0.5,9,1,0.75,2,1,9,4,1,86,85.5,95,86,2,1,1,0.625,1,1,1,1,0,0,0,3,0,0,1,2.5,3,2,1,1.709,2,0,3
132,7684,18-03-2006 10:40,NE,792567,176044,2635,38,6,4,5,1,2,0,1,0,2,3,45,162,117,10.5,20,0.75,0.75,1.5,1.5,9,9,2,55.5,45,45,25,2.5,-0.5,0.5,0,0,0,0,1,0,0,0,1,0,0,1,2.5,3,2,1,1.621,3,0,1.5
133,9526,2/12/2006 11:15,NNE,779830,189755,2795,30,1,3,6,3,1,0,0,0,3,4,51,76,25,7,5.5,0.75,0.5,1.5,1,4,9,1,51,44,56.5,51,2.5,1.5,1.5,0.375,1,0,1,1,0,0,1,3,0,0,0,1,1,1,0,1.7,2,0,0.15
134,9541,5/12/2006 11:15,NE,780125,189925,2690,36,5,3,4,1,1,0,1,1,1,3,34,68,34,1,1,1,0.5,2,1,4,9,1,34,33,35,34,2.5,1.5,1.5,0.75,1,1,1,1,1,0,1,5,0,0,0,1,1,1,0,1.725,2,5,5
135,9569,12/12/2006 12:20,E,780625,189090,2560,40,6,2,2,1,1,1,1,0,1,1,104,156,52,1,1.5,1,1,2,1.5,4,9,1,105,104,104,102.5,2.5,-1.5,1.5,0.25,0,1,1,1,0,0,1,4,1,1,0,3,3,3,0,1.544,3,0,25
136,9581,14-12-2006 10:30,N,781325,190195,2470,38,6,3,5,1,1,0,1,0,2,3,65,136,71,1,2,0.75,1,1,1.5,4,9,1.5,66,65,65,63,3,-1.5,1.5,0.375,0,0,1,1,0,0,1,3,0,0,0,2,2,2,0,1.415,3,0,0
137,9582,14-12-2006 12:50,E,781235,190825,2450,34,6,3,5,2,1,0,0,0,3,4,44,93,49,7,3,0.75,1,1.5,1.5,4,9,1,51,44,44,41,3.5,-2.5,2.5,0.125,0,0,1,1,0,1,1,4,0,0,0,2,2,2,0,1.628,3,0,0
138,9848,25-01-2007 09:45,SW,779164,186514,2460,19,7,3,5,1,1,0,1,1,1,3,40,97,57,1,7,1,0.5,2,0.5,4,5,1,40,39,47,40,3.5,2.5,2.5,1,1,1,1,1,1,1,1,6,0,0,0,2,2,2,0,1.988,2,0,11.5
139,10026,16-02-2007 10:10,N,779500,186540,2415,30,7,3,5,1,1,0,1,0,2,3,117,160,43,8,1,0.75,1,1,1,9,9,1.5,117,109,118,117,3,1.5,1.5,0.125,1,0,1,1,0,0,1,3,0,0,0,2,2,3,-1,1.756,2,0,1.5
140,10167,6/3/2007 10:10,N,779296,186774,2435,18,4,4,6,2,1,0,0,0,3,4,98,162,64,1,9,0.75,0.5,1.5,0.5,4,9,1.5,98,97,107,98,3,1.5,1.5,0.625,1,0,1,1,0,0,1,3,1,0,0,2.3,2,3,-1,1.8,2,1,16
141,10177,8/3/2007 10:15,SW,779170,186535,2470,23,4,3,5,2,1,0,0,1,2,4,68,116,48,4,2,1,1,2,2,9,7,1,72,68,68,66,4,-3,3,0,0,1,1,1,0,1,1,5,0,0,0,2,2,3,-1,2.167,2,11,22
142,10198,14-03-2007 10:05,NE,779430,186540,2430,34,6,4,5,2,1,0,0,0,3,4,171,218,47,13,6,0.5,0.5,0.75,0.5,3,2,1.5,184,171,171,165,2.5,-1,1,0.125,0,0,1,0,0,0,1,2,0,0,0,2,2,2,0,1.271,3,0,0
143,10363,26-03-2007 08:30,N,792465,176190,2600,36,3,3,6,3,2,0,0,1,2,4,100,170,70,21,8,1,0.5,2,1,4,9,1,100,79,108,100,2,1,1,0.75,1,1,1,1,1,0,1,5,0,0,1,2.5,3,3,0,1.792,2,0,10
144,10401,27-03-2007 12:10,NW,675705,182000,2500,36,7,4,5,2,1,0,0,0,3,4,154,202,48,19,7,0.5,0.5,1,1,3,4,1.5,173,154,154,147,2.5,-1,1,0,0,0,1,0,0,0,1,2,0,0,0,2,2,3,-1,0.922,4,0,23
145,12590,12/11/2007 8:30,NE,780560,189180,2590,37,6,2,2,1,1,1,1,0,1,1,105,120,15,15,15,1,0.5,1,1,1,1,1,120,105,105,90,1.5,-0.5,0.5,0.25,0,0,1,0,0,0,0,1,0,1,0,3,3,3,0,0.167,5,22.5,110.5
146,13330,21-11-2007 12:00,N,790637,183039,2160,39,7,3,4,1,1,0,1,0,2,3,58,107,49,18,48,0.5,0.5,1.25,1,2,3,2,58,40,106,58,3,1,1,0.125,1,0,0,0,0,0,1,1,0,0,1,2.3,2,3,-1,1.307,3,0,0
147,13731,30-11-2007 10:00,NE,780650,189660,2660,36,6,4,5,2,3,0,0,0,3,4,108,125,17,4,6,0.5,0.25,1,0.5,4,4,1,108,104,114,108,3,2,2,0.375,1,0,1,1,0,1,0,3,0,0,0,2,2,2,0,0.5,5,0,0
148,13750,30-11-2007 10:00,NE,780630,189675,2670,39,4,3,4,1,2,0,1,1,1,3,13,66,53,13,12,1.5,0.5,2.5,1,5,4,1,13,0,25,13,2.5,1.5,1.5,1.25,1,1,1,1,1,0,1,5,0,0,0,1.5,2,2,0,1.652,3,0,0
149,14210,4/12/2007 10:30,NW,782745,183717,2020,38,8,2,3,3,1,1,0,0,2,3,45,81,36,10,4,0.5,0.75,1,1.25,3,2,1,55,45,45,41,1,0,0,0.25,0,0,1,0,0,0,1,2,0,0,0,3,3,3,0,0.5,5,23,27
150,14310,5/12/2007 11:00,SW,780522,190173,2560,33,6,1,1,1,1,1,1,0,1,1,55,100,45,3,25,1,0.5,1.5,1,4,4,1,58,55,55,30,2,-1,1,0.5,0,1,1,1,0,0,1,4,1,0,1,3,3,3,0,1.442,3,12,35.5
151,14990,14-12-2007 12:30,NW,788800,182908,2644,35,3,4,6,3,2,0,0,1,2,4,14,91,77,14,1,2,1.5,3,2,5,5,1,14,0,15,14,3,2,2,0.75,1,1,1,1,1,1,1,6,0,0,0,2,2,2,0,2.035,2,0,17
152,14970,14-12-2007 13:30,N,779675,190200,2780,35,7,3,4,1,2,0,1,1,1,3,89,140,51,8,1,1,0.5,2.5,1,4,4,1.5,89,81,90,89,3,1.5,1.5,1,1,1,1,1,1,0,1,5,0,0,0,1,1,2,-1,1.72,2,0,17
153,15952,24-12-2007 09:00,N,780150,188950,2510,35,4,4,5,3,3,0,0,1,2,4,77.5,131,53.5,6.5,0.5,1,0.5,2,1,4,5,1.5,77.5,71,78,77.5,4,2.5,2.5,0.75,1,1,1,1,1,1,1,6,0,0,0,1,1,1,0,2.051,2,0,0
154,16090,27-12-2007 11:30,W,781793,178094,2510,32,7,4,6,3,1,0,0,0,3,4,51,92,41,5,1,1,0.5,1.75,1,4,4,1.5,51,46,52,51,3,1.5,1.5,0.625,1,1,1,1,0,0,1,4,0,0,0,1,1,1,0,1.649,3,0,0
155,16170,28-12-2007 09:25,NW,789040,187050,2400,37,5,3,4,1,2,0,1,0,2,3,23,49,26,7,6,0.5,1,1.25,2,4,4,1,30,23,23,17,1,0,0,0.625,0,0,1,1,0,0,1,3,0,0,0,1,1,1,0,2.124,2,0,0
156,17410,8/1/2008 13:45,NE,779915,186420,2300,33,6,2,2,1,1,1,1,0,1,1,137.8,164,26.2,0.5,0.2,0.75,0.5,1.5,1,4,4,1,137.8,137.3,138,137.8,2,1,1,0.375,1,0,1,1,0,0,1,3,1,0,0,3,3,3,0,0.5,5,4,26
157,17651,10/1/2008 10:15,SW,779170,186525,2470,22,7,2,2,1,1,1,1,0,1,1,76.9,93,16.1,0.7,0.1,1.5,0.5,3,0.5,4,5,1,76.9,76.2,77,76.9,2,1,1,1.75,1,1,1,1,1,0,0,4,1,0,0,2.5,3,3,0,2.101,2,0,5
158,18171,14-01-2008 09:20,W,780850,191240,2420,32,1,2,3,1,1,1,1,1,1,2,51,84,33,6,3,1,0.5,2,0.5,4,4,1,51,45,54,51,2,1,1,1,1,1,1,1,1,0,1,5,0,0,1,3,3,3,0,2.213,2,0,16
159,19450,20-01-2008 12:15,NW,789075,189510,1955,27,7,4,2,3,1,1,0,0,2,2,53,70,17,1,2,1,0.5,2,1,4,4,1.5,53,52,55,53,3,1.5,1.5,0.75,1,1,1,1,1,0,0,4,1,0,0,2,2,3,-1,2.095,2,0,9
160,19670,23-01-2008 10:35,SW,779179,186538,2480,22,6,1,2,1,1,1,1,1,1,1,111.5,141,29.5,0.5,1,1.5,0.5,3,0.75,5,4,1,111.5,111,112.5,111.5,2.5,1.5,1.5,1.625,1,1,1,1,1,0,1,5,1,0,1,3,3,3,0,1.869,2,10,13
161,19810,24-01-2008 09:20,W,778300,185950,2367,33,7,2,3,1,1,1,1,1,1,2,5,44,39,2,5,3,2,5,4,5,5,1,7,5,5,0,4,-3,3,1,0,1,1,1,1,1,1,6,1,1,1,3,3,3,0,1.946,2,0,18
162,20092,24-01-2008 10:04,SE,778277,184863,2499,36,7,4,5,2,2,0,0,0,3,4,156,191,35,24,2.5,0.25,1,0.25,1,3,3,2,180,156,156,153.5,4.5,-2.5,2.5,0.75,0,0,0,0,1,1,1,3,0,0,0,2.3,2,3,-1,1.701,2,0,13
163,19850,24-01-2008 10:50,NW,778560,185889,2440,35,2,2,3,1,1,1,1,1,1,2,20,56,36,5,7,1,3,2,5,4,9,1,25,20,20,13,1,0,0,2.5,0,1,1,1,1,0,1,5,1,1,1,3,3,3,0,2.289,2,0,13
164,19851,24-01-2008 12:50,NW,778382,186087,2379,32,1,1,2,1,1,1,1,0,1,1,45,74,29,14,1,0.25,2,0.75,3,3,4,1,59,45,45,44,1,0,0,2,0,0,1,0,1,0,1,3,1,1,1,3,3,3,0,2.275,2,0,18
165,19870,24-01-2008 14:40,SE,778779,186436,2438,27,6,2,3,1,1,1,1,0,1,2,104,140,36,31,1,0.25,1.25,0.5,2,3,3,1,135,104,104,103,1,0,0,1.25,0,0,1,0,1,0,1,3,1,1,1,3,3,3,0,1.633,3,0,13
166,20150,24-01-2008 16:15,NE,778167,184141,2450,34,7,4,6,3,1,0,0,1,2,4,83,134,51,15,9,1,0.75,2,1,9,4,1.5,83,68,92,83,3.5,2,2,0.625,1,1,1,1,0,1,1,5,1,0,0,3,3,3,0,2.195,2,0,13
167,21072,31-01-2008 10:15,N,779300,186775,2430,20,6,3,4,2,1,0,0,1,2,4,111.8,159,47.2,1.8,0.2,1.5,0.5,2.5,0.75,9,5,1,111.8,110,112,111.8,2,1,1,1.375,1,1,1,1,1,0,1,5,0,0,0,2,2,2,0,1.759,2,2,2
168,21650,7/2/2008 10:25,SW,779154,186537,2470,22,1,3,4,1,2,0,1,1,1,3,62,90,28,4,2,1.5,0.5,3,1,5,9,1,62,58,64,62,2,1,1,1.5,1,1,1,1,1,0,1,5,1,0,0,2.5,3,2,1,2.133,2,10,15.5
169,22410,12/2/2008 9:05,N,778259,185437,2450,30,3,3,5,1,1,0,1,1,1,3,56,99,43,25,5,1,0.5,2,1.5,5,5,1,56,31,61,56,3,2,2,0.5,1,1,1,1,0,1,1,5,0,0,0,2,2,2,0,2.433,2,0,0
170,22390,12/2/2008 9:10,E,779900,187145,2365,31,7,3,3,2,2,1,0,1,1,3,90,135,45,8,5,1,0.25,2.5,1,4,4,1,90,82,95,90,3.5,2.5,2.5,1.125,1,1,1,1,1,1,1,6,1,0,0,2,2,2,0,1.757,2,0,0
171,22610,12/2/2008 11:00,NE,778606,185282,2360,38,7,3,6,3,2,0,0,1,2,4,92,123,31,20,5,2,1,3,2,5,5,1,92,72,97,92,2,1,1,1,1,1,1,1,1,0,1,5,0,0,1,2,2,2,0,1.85,2,0,0
172,22370,12/2/2008 11:10,E,779862,187060,2385,33,2,3,5,2,2,0,0,0,3,4,60,81.1,21.1,7,2,0.25,1,0.75,1.5,3,2,2.5,67,60,60,58,5,-2.5,2.5,0.75,0,0,0,0,1,1,1,3,1,0,0,1.7,2,2,0,2.132,2,0,0
173,22630,12/2/2008 11:10,SE,779862,187040,2387,35,4,4,6,3,1,0,0,0,3,4,148,190,42,17,3,0.5,1,0.5,1,3,3,3,148,131,151,148,4,1,1,0.5,1,0,0,0,0,0,1,1,1,0,0,2,2,2,0,0.667,5,0,0
174,22650,12/2/2008 13:30,S,779664,186984,2415,35,4,4,6,3,3,0,0,0,3,4,96.5,127,30.5,5.5,0.5,1,1,1.5,1,9,4,2,96.5,91,97,96.5,6,4,4,0.25,1,1,0,1,0,1,1,4,1,0,0,2,2,2,0,1.633,3,0,0
175,22870,12/2/2008 14:45,N,778483,185009,2465,34,4,4,4,2,1,0,0,0,3,4,99,124,25,8,7,0.25,0.25,0.5,0.25,3,3,2.5,107,99,99,92,4,-1.5,1.5,0.125,0,0,0,0,0,0,1,1,0,0,0,2,2,2,0,1.981,2,0,0
176,22391,12/2/2008 15:05,N,780486,187214,2230,42,1,3,4,1,3,0,1,0,2,3,57,82,25,24.8,19,0.25,1,1,4,3,4,1,81.8,57,57,38,1,0,0,1.875,0,0,1,0,1,0,1,3,1,1,0,1.7,2,2,0,2.157,2,0,0
177,22731,12/2/2008 16:15,NE,778174,184137,2450,33,7,4,4,2,1,0,0,1,2,4,115,140,25,4,11,1,1.5,2,3,4,5,1,119,115,115,104,1,0,0,0.75,0,1,1,1,1,0,1,5,1,0,0,1.3,1,2,-1,2.098,2,0,0
178,22890,12/2/2008 16:30,NE,779313,185255,2210,40,7,4,4,3,1,0,0,0,3,4,91,105,14,6,4,0.25,0.5,0.5,1,3,3,2,97,91,91,87,2,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1.821,2,0,0
179,23510,15-02-2008 10:00,NE,779401,186560,2420,32,6,4,6,3,1,0,0,1,2,4,118,181,63,1,5,1.5,0.75,2.5,1.5,4,9,1,118,117,123,118,2.5,1.5,1.5,0.875,1,1,1,1,1,0,1,5,0,0,0,1,1,2,-1,1.678,3,0,0
180,24090,19-02-2008 11:10,S,779155,186545,2470,23,7,3,3,2,2,1,0,1,1,3,108.5,139,30.5,1,0.5,2,0.75,3,1,9,5,1,108.5,107.5,109,108.5,2.5,1.5,1.5,1.625,1,1,1,1,1,0,1,5,0,0,0,1,1,1,0,1.977,2,0,0
181,25590,6/3/2008 10:00,NW,790100,183900,2050,30,7,3,4,2,3,0,0,1,2,4,41,70,29,34,1,2,1,4,2,5,5,1,41,7,42,41,6,5,5,1.5,1,1,1,1,1,1,1,6,0,0,0,2,2,3,-1,1.958,2,5,30
182,25611,6/3/2008 10:30,S,779171,186571,2485,18,7,4,6,3,2,0,0,1,2,4,89,120,31,4,2,2,1,4,2,5,9,1,89,85,91,89,5,4,4,1.5,1,1,1,1,1,1,1,6,0,0,0,2,2,3,-1,2.033,2,0,14
183,25710,10/3/2008 9:00,N,780140,188950,2520,33,6,3,3,2,2,1,0,0,2,3,140,160,20,5,2,2,1,2,2,4,5,1,145,140,140,138,1.5,-0.5,0.5,0.5,0,1,1,1,0,0,1,4,0,0,0,1,1,2,-1,2.102,2,0,0
